fields.item_name,fields.brand_name,healthy
GF Fork & Knife Burger - Paleo With Steamed Broccoli,Not Your Average Joe's,0
"Cream Of Mushroom Soup, Cup",Not Your Average Joe's,0
Margarita Pizza Large,Not Your Average Joe's,0
Side Of Brown Rice,Not Your Average Joe's,0
GF Herb-Crusted Haddock Dinner,Not Your Average Joe's,0
GF Spaghetti Squash Bolognese Lunch - Paleo,Not Your Average Joe's,0
"Sweet Potato Chorizo Soup, Bowl",Not Your Average Joe's,0
Wedge Side Salad,Not Your Average Joe's,0
Small Toppings - Fresh Mozzarella Cheese,Not Your Average Joe's,0
GF Turkey Avocado Club,Not Your Average Joe's,0
Small Toppings - Pineapple,Not Your Average Joe's,1
GF Kid's Pasta With Marinara,Not Your Average Joe's,0
Large Toppings - Shrimp,Not Your Average Joe's,0
GF Side Of Garlic Mashed Potatoes,Not Your Average Joe's,0
Large Toppings - Marinated Pizza Tomatoes,Not Your Average Joe's,0
New Bedford Seared Scallops,Not Your Average Joe's,0
GF Side Of Spaghetti Squash,Not Your Average Joe's,0
Ahi Tuna On Cucumber,Not Your Average Joe's,0
Turkey Avocado Club Sandwich With Fries,Not Your Average Joe's,0
GF Side Of Cole Slaw,Not Your Average Joe's,0
NYA Pepperoni Small Pizza,Not Your Average Joe's,0
Nacho Average Nachos,Not Your Average Joe's,0
Large Toppings - Roasted Sausage,Not Your Average Joe's,0
Mustard-Crusted Chicken Blt With Mixed Greens,Not Your Average Joe's,0
GF Tuna Wonton On Cucumber,Not Your Average Joe's,0
Large Toppings - Artichokes,Not Your Average Joe's,0
Small Toppings - Shrimp,Not Your Average Joe's,0
Small Toppings - Red Onions,Not Your Average Joe's,1
"GF Kid's Mac N' Cheese, No Sides",Not Your Average Joe's,0
Key Lime Pie,Not Your Average Joe's,0
"GF Kid's Grilled Chicken Breast, No Side Or Sauce",Not Your Average Joe's,0
Buffalo Chicken Large Pizza,Not Your Average Joe's,0
Balsamic Vinaigrette,Not Your Average Joe's,0
Chicken Satay Lettuce Wraps,Not Your Average Joe's,0
GF Roll And Oil For One Person,Not Your Average Joe's,0
GF Chicken Piccata Dinner,Not Your Average Joe's,0
Waldorf Salad With Creamy Sherry Vinaigrette,Not Your Average Joe's,0
Ahi Tuna Salad,Not Your Average Joe's,1
"Premium Side, Sweet Potato Fries",T.MAC,0
Kid Burger,T.MAC,1
"Kid Quesadilla with Tortilla Chips, Gluten Free",T.MAC,0
"Roasted Wings Platter, Honey Chipotle, 8 Servings",T.MAC,0
"Boneless Wings Platter, Three Mile Island, 8 Servings",T.MAC,0
"Original Wings, Single, Slow Burn",T.MAC,0
"Apple Pecan Salad, Buffalo Ranch",T.MAC,0
"Original Wings Platter, Habanero BBQ, 8 Servings",T.MAC,0
"Original Wings, Triple, Honey Chipotle",T.MAC,0
"Original Wings, Single, Korean Black Garlic",T.MAC,0
"Original Burger, Cheddar Cheese",T.MAC,1
Chicken Tinga Train Wreck Nachos,T.MAC,0
"Red Wines, Pinot Noir La Crema, Monterey, Bottle",T.MAC,0
"Boneless Wings Platter, Death Sauce, 8 Servings",T.MAC,0
"Roasted Wings, Double, No Sauce",T.MAC,0
"Boneless Wings Platter, Slow Burn",T.MAC,0
"Roasted Wings Platter, Hot Buffalo, 8 Servings",T.MAC,0
"Roasted Wings, Double, Habanero BBQ",T.MAC,0
"Signature Cocktails, Top Shelf Margarita with Watermelon Puree",T.MAC,1
Kid Grilled Cheese with Rice Krispy Treat,T.MAC,0
"Roasted Wings Platter, BBQ Sauce",T.MAC,0
"Buffalo Grilled Chicken Salad, Caesar",T.MAC,0
"Nachos All The Way Platter with Tortilla Chips, Gluten Free, 8 Servings",T.MAC,0
"Boneless Buffalo Wings, Double, Sweet Chili Sesame",T.MAC,0
"Roasted Wings, Party Pack, Honey Chipotle",T.MAC,0
"Boneless Buffalo Wings, Double, No Sauce",T.MAC,0
"Roasted Wings, Triple, Slow Burn",T.MAC,0
"Original Wings, Six Pack, Honey Chipotle",T.MAC,1
Buffalo Fried Chicken Salad,T.MAC,0
"Original Wings, Six Pack, Asian Sweet Heat",T.MAC,1
Chicken Tinga Train Wreck Nachos with Gluten Free Tortilla Chips,T.MAC,0
"Roasted Wings Platter, Asian Sweet Heat",T.MAC,0
"Boneless Wings Platter, Sweet Chili Sesame, 8 Servings",T.MAC,0
"Boneless Buffalo Wings, Six Pack, Medium Buffalo",T.MAC,0
"Original Wings Platter, Medium Buffalo",T.MAC,0
"Boneless Wings Platter, Hot Buffalo, 8 Servings",T.MAC,0
"Boneless Wings Platter, BBQ Sauce",T.MAC,0
"Original Wings, Six Pack, Chili Mango",T.MAC,0
"Chicken BLT Salad, Buffalo Ranch",T.MAC,0
"Original Burger, Cheddar Jack 5 Cheese Blend",T.MAC,1
Kid Quesadilla with Add Grilled Chicken,T.MAC,0
"Roasted Wings, Six Pack, Garlic Parmesan",T.MAC,0
"Roasted Wings, Six Pack, Korean Black Garlic",T.MAC,0
"Roasted Wings, Single, Asian Sweet Heat",T.MAC,0
"Original Wings, Party Pack, Asian Sweet Heat",T.MAC,0
"Roasted Wings Platter, Mild Buffalo, 8 Servings",T.MAC,0
"Boneless Buffalo Wings, Double, Chili Mango",T.MAC,0
"Kenmore Burger, Beef Burger",T.MAC,0
"Original Wings, Single, Ranch",T.MAC,0
"Chicken BLT Salad, Honey Mustard",T.MAC,0
"Boneless Buffalo Wings, Party Pack, Sweet Chili Sesame",T.MAC,0
"Original Wings Platter, Medium Buffalo, 8 Servings",T.MAC,0
"Roasted Wings, Triple, Asian Sweet Heat",T.MAC,0
"Chicken Tortilla Soup, Bowl, with Gluten Free Tortilla Chips",T.MAC,0
"Original Wings, Double, Bleu Cheese",T.MAC,0
"Roasted Wings Platter, Hot Buffalo",T.MAC,0
"Boneless Buffalo Wings, Single, Habanero BBQ",T.MAC,0
"Buffalo Chicken Tenders, Death",T.MAC,0
"Boneless Buffalo Wings, Party Pack, Honey Chipotle",T.MAC,0
"Roasted Wings, Party Pack, BBQ Sauce",T.MAC,0
"Original Wings, Party Pack, Lemon Pepper",T.MAC,0
"Roasted Wings Platter, Three Mile Island",T.MAC,0
"Boneless Buffalo Wings, Triple, Korean Black Garlic",T.MAC,0
"Grilled Steak Quesadillas Party Platter, 8 Servings",T.MAC,0
"Original Wings, Single, Chili Mango",T.MAC,0
"Boneless Buffalo Wings, Triple, Habanero BBQ",T.MAC,0
"White Wines, Rose The Dreaming Tree, California, Bottle",T.MAC,0
"Boneless Wings Platter, Ranch",T.MAC,0
Chicken BLT Salad with Grilled Shrimp,T.MAC,0
All The Way Train Wreck Nachos,T.MAC,0
"Boneless Buffalo Wings, Single, Hot Buffalo",T.MAC,0
"Original Wings, Double, Garlic Parmesan",T.MAC,0
"Original Wings, Triple, Lemon Pepper",T.MAC,0
"Red Wines, Pinot Noir La Crema, Monterey, Glass",T.MAC,1
"Red Wines, Cabernet Sauvignon Robert Mondavi, California, Bottle",T.MAC,0
"Original Wings, Party Pack, Hot Buffalo",T.MAC,0
"Roasted Wings, Triple, BBQ Sauce",T.MAC,0
"Original Wings Platter, Honey Twang",T.MAC,0
"Original Wings, Double, Honey Twang",T.MAC,0
"Original Wings, Double, Korean Black Garlic",T.MAC,0
"Original Wings, Triple, Medium Buffalo",T.MAC,0
"Side Salads, House Salad, Ranch",T.MAC,0
"Roasted Wings, Party Pack, Ranch",T.MAC,0
"Roasted Wings, Party Pack, Garlic Parmesan",T.MAC,0
"Boneless Buffalo Wings, Double, Slow Burn",T.MAC,0
"Roasted Wings, Triple, Chili Mango",T.MAC,0
"Nachos All The Way Platter with Tortilla Chips, Gluten Free",T.MAC,0
"Original Wings, Six Pack, Hot Buffalo",T.MAC,0
"Queso Dip, Large, with Regular Tortilla Chips",T.MAC,0
"Buffalo Chicken Tenders, Hot Buffalo",T.MAC,0
"Original Wings, Six Pack, Ranch",T.MAC,0
"Boneless Buffalo Wings, Single, Bleu Cheese",T.MAC,0
BLT Salad Party Platter,T.MAC,0
"Guacamole, Small, with Regular Tortilla Chips",T.MAC,0
"Chili, Bowl, with Regular Tortilla Chips",T.MAC,0
"Boneless Buffalo Wings, Double, Korean Black Garlic",T.MAC,0
"Apple Pecan Salad, Honey Mustard",T.MAC,0
"Boneless Buffalo Wings, Party Pack, Mild Buffalo",T.MAC,0
"Roasted Wings, Triple, Honey Chipotle",T.MAC,0
Kid Chicken Nuggets with Rice Krispy Treat,T.MAC,0
"Roasted Wings, Six Pack, Mild Buffalo",T.MAC,0
"Spicy Black Bean Veggie Burger, Gluten Free Bun",T.MAC,0
"Buffalo Grilled Chicken Salad, Fuji Apple Vinaigrette",T.MAC,0
"Original Wings, Party Pack, Slow Burn",T.MAC,0
"Fried Chicken Tenders Platter, 8 Servings",T.MAC,0
"White Wines, Chardonnay, Chloe, California, Glass",T.MAC,1
"Original Wings, Double, Mild Buffalo",T.MAC,0
"Fried Chicken Tenders Platter with Honey Mustard, 8 Servings",T.MAC,0
"White Wines, Chardonnay Kendall-Jackson, California, Glass",T.MAC,1
"Chicken BLT Salad, Olive Oil Vinaigrette",T.MAC,0
"Original Wings, Double, Chili Mango",T.MAC,0
"Cocktails, Flaming Frozen Lava Flow",TGI Friday's,0
Wine Red 9 Oz,TGI Friday's,1
"Cocktails, Ultimate Double Berry Mojito",TGI Friday's,1
Lamarca Prosecco Bottle (750ml.),TGI Friday's,0
"Soda, Coke Zero",TGI Friday's,1
"Cocktails, Ultimate Blueberry-Pom Long Island Tea",TGI Friday's,0
"Cocktails, Flaming Tropical Long Island Tea",TGI Friday's,0
"Cocktails, Pain Eraser",TGI Friday's,0
"Cocktails, Dreamsicle Shooter",TGI Friday's,1
"Cocktails, Baileys (Add-On)",TGI Friday's,1
"Soda, Mug Root Beer",TGI Friday's,0
"Cocktails, Strawberry Henny",TGI Friday's,1
"Kid'S Soda, Mountain Dew",TGI Friday's,0
"Cocktails, Peach Honey Smash",TGI Friday's,1
"Cocktails, Fiery Apple",TGI Friday's,1
"Kid's Soda, Mr. Pibb Xtra",TGI Friday's,0
"Cocktails, Keoke Coffee",TGI Friday's,1
Bbq Chicken Salad with Bbq Ranch Dressing,TGI Friday's,0
"The Beyond Meat Cheeseburger with Gluten Free Bun, No Side",TGI Friday's,0
Beer Guinness Can 14.9 Oz,TGI Friday's,1
Brownie Obsession (Half),TGI Friday's,0
"Cocktails, Tropical Berry Margarita Frozen",TGI Friday's,0
Paradise Punch,TGI Friday's,0
"Cocktails, Sangria Berry",TGI Friday's,1
Fridays Signature Whiskey-Glazed Sesame Chicken Strips,TGI Friday's,0
Loaded Potato Skins with Ranch Sour Cream,TGI Friday's,0
French Onion Soup,TGI Friday's,0
Bbq Ranch Dressing,TGI Friday's,1
Ranch Dressing,TGI Friday's,1
Seasoned Fries,TGI Friday's,0
"Soda, Diet Coke",TGI Friday's,1
"Signature Slushes, Mango Peach Lemonade",TGI Friday's,0
"Apple Butter Bbq Ribs, Half-Rack (with Coleslaw & Seasoned Fries)",TGI Friday's,0
"Crispy Chicken Tenders (with Seasoned Fries, Coleslaw And Honey Mustard Dressing)",TGI Friday's,0
"Kid's Soda, Coca-Cola",TGI Friday's,0
"Cheddar Mac & Cheese, No Side Or Beverage",TGI Friday's,0
Bacon & Egg Club Sandwich,TGI Friday's,0
Seasoned Fries Add-On,TGI Friday's,0
Shrimp & Lobster Pasta,TGI Friday's,0
"Cocktails, Dirty Martini Up (Gin)",TGI Friday's,1
Caesar Salad with Breadstick,TGI Friday's,0
"Cheeseburger with Gluten Free Bun, No Side",TGI Friday's,0
"Cocktails, Wassail Punch",TGI Friday's,1
"Cocktails, Altos Strawberry Rita",TGI Friday's,1
"Cocktails, Fresh Strawberry Daiquiri",TGI Friday's,1
Million Dollar Cobb Salad with Grilled Chicken (Lunch Portion) with Ranch Dressing,TGI Friday's,0
Half-Rack Apple Butter Bbq Ribs without Sides,TGI Friday's,0
"Cocktails, Old Fashioned Rocks",TGI Friday's,1
"Kid's Soda, Sprite",TGI Friday's,1
"Cocktails, Grey Goose Espresso Martini",TGI Friday's,1
"Kid's Juice, Apple",TGI Friday's,1
"Cocktails, Whisky Sour",TGI Friday's,1
"Tea, Mint Green",TGI Friday's,1
Million Dollar Cobb Salad with Grilled Salmon with Ranch Dressing,TGI Friday's,0
Fridays Signature Whiskey-Glazed Chicken (with Mashed Potatoes And Lemon-Butter Broccoli),TGI Friday's,0
Cheeseburger with Regular Bun without Side,TGI Friday's,0
"Cocktails, Dirty Martini Rocks (Gin)",TGI Friday's,1
"Cocktails, Toasted Almond",TGI Friday's,1
Bacon Ranch Chicken Sandwich without Side,TGI Friday's,0
"Wings, Traditional, Chile-Lime without Dressing",TGI Friday's,0
"Kid's Sliders, No Side Or Beverage",TGI Friday's,0
"Kid's Side, Seasoned Fries",TGI Friday's,0
Million Dollar Cobb Salad with Beyond Meat Patty with Ranch Dressing,TGI Friday's,0
"Lunch, House Salad with Breadstick (without Dressing), Impinger",TGI Friday's,1
Bacon Add-On,TGI Friday's,1
"KidS Side, Mashed Potatoes",TGI Friday's,1
"Cocktails, Dirty Martini Rocks (Vodka)",TGI Friday's,1
Caesar Salad with Beyond Meat Patty with Caesar Dressing,TGI Friday's,0
"Add-Ons, Garlic Breadstick",TGI Friday's,1
"Cocktails, Ultimate Frozen Margarita",TGI Friday's,0
"Cocktails, Hurricane",TGI Friday's,0
"Appetizer, Wings, Boneless, FrankS Redhot Buffalo without Dressing",TGI Friday's,0
"Add-Ons, Cheddar Mac And Cheese",TGI Friday's,0
"Fried Shrimp (Hand-Breaded) (with Seasoned Fries, Coleslaw And Cocktail Sauce)",TGI Friday's,0
Chinese Salad with Grilled Salmon,TGI Friday's,0
"Cocktails, Baileys",TGI Friday's,1
"Cocktails, Martini Up (Vodka)",TGI Friday's,1
"Soup, Chicken Noodle",TGI Friday's,0
"Add-Ons, Lemon-Butter Broccoli",TGI Friday's,0
"Cocktails, Fridays White Sangria",TGI Friday's,1
"Kid's Dessert, Sundae",TGI Friday's,0
"Wings, Boneless, Carolina Reaper without Dressing",TGI Friday's,0
"Cocktails, Strawberry Margarita, Frozen",TGI Friday's,1
Cinnabon Dessert Biscuits,KFC,1
Chicken Littles - Nashville Hot,KFC,1
Nashville Hot Kentucky Grilled Chicken Drumstick,KFC,1
Nashville Hot Spicy Crispy Chicken Drumstick,KFC,1
Tropicana Pink Lemonade (30 fl oz),KFC,0
Lemon Juice Packet,KFC,1
Ketchup,KFC,1
Grape Jelly Packet,KFC,1
Classic Chicken Sandwich,KFC,0
Secret Recipe Fries,KFC,0
Coleslaw (Family),KFC,0
KFC Cornbread Muffin,KFC,1
Mashed Potatoes With Gravy (Family),KFC,0
Mashed Potatoes With Gravy,KFC,1
Lipton Brisk Lemon Tea (20 fl oz),KFC,0
Original Recipe Chicken Drumstick,KFC,1
Chocolate Chip Cookie,KFC,1
Diet Mist Twst (30 fl oz),KFC,1
Mug Root Beer (30 fl oz),KFC,0
Lipton Brisk No Calorie Peach Iced Green Tea (20 fl oz),KFC,1
Mist Twst (16 fl oz),KFC,0
Diet Mountain Dew (12 fl oz),KFC,1
Pepsi (16 fl oz),KFC,0
Extra Crispy Chicken Drumstick,KFC,1
Strawberry Lemonade (1/2 Gallon),KFC,0
Cafe Valley Lemon Cake (1 Slice),KFC,1
Lipton Brisk Lemon Tea (16 fl oz),KFC,1
Colonel's Buttery Spread,KFC,1
Tropicana Light Lemonade (20 fl oz),KFC,1
Mug Root Beer (16 fl oz),KFC,0
Cafe Valley Mini Chocolate Chip Cake,KFC,0
Popcorn Nuggets - Kids,KFC,0
Tropicana Fruit Punch (20 fl oz),KFC,0
Code Red Mountain Dew (30 fl oz),KFC,0
Wild Cherry Pepsi (16 fl oz),KFC,0
Diet Mountain Dew (20 fl oz),KFC,1
Sobe Lifewater Yumberry Pomegranate (20 fl oz),KFC,1
Tropicana Twister Orange (20 fl oz),KFC,0
Diet Pepsi Wild Cherry Pepsi (30 fl oz),KFC,1
Lipton Brisk Sweet Iced Tea (16 fl oz),KFC,1
7UP (30 fl oz),KFC,0
Parmesan Garlic Croutons,KFC,1
Lipton Brisk Lemon Tea (30 fl oz),KFC,0
Pepsi Zero Sugar (20 fl oz),KFC,1
Diet Pepsi Wild Cherry Pepsi (16 fl oz),KFC,1
Lipton Brisk Raspberry Tea (16 fl oz),KFC,1
Tropicana Twister Orange (30 fl oz),KFC,0
Original Recipe Chicken Whole Wing,KFC,1
Kentucky Grilled Chicken Breast,KFC,0
Lipton Brisk Lemon Tea (12 fl oz),KFC,1
Manzanita Sol (12 fl oz),KFC,0
Code Red Mountain Dew (20 fl oz),KFC,0
"Cappuccino with 2% Milk, Venti",Starbucks,1
Apple Fritter,Starbucks,0
Cranberry Orange Scone,Starbucks,0
Pumpkin Scone,Starbucks,0
"Chai Tea Latte with 2% Milk, Tall",Starbucks,0
"Matcha Green Tea Latte with Nonfat Milk, Tall",Starbucks,1
"Iced Chai Tea Latte with 2% Milk, Tall",Starbucks,0
"Iced Matcha Green Tea Latte with 2% Milk, Grande",Starbucks,1
"Espresso Frappuccino with Nonfat Milk, Grande",Starbucks,0
Caramel Ribbon Crunch Creme Frappuccino - Grande - 2% Milk - No Whipped Cream,Starbucks,0
Caramel Ribbon Crunch Frappuccino - Grande - Nonfat Milk - No Whipped Cream,Starbucks,0
Caramel Ribbon Crunch Frappuccino - Tall - 2% Milk - No Whipped Cream,Starbucks,0
Chocolate Cookie Crumble Frappuccino - Tall - Nonfat Milk - No Whipped Cream,Starbucks,0
"Caffe Vanilla Frappuccino with Nonfat Milk and Whip, Grande",Starbucks,0
"White Chocolate Mocha Frappuccino with Nonfat Milk and Whip, Grande",Starbucks,0
Blueberry Muffin with Yogurt and Honey,Starbucks,1
Chewy Chocolate Cookie,Starbucks,1
Chonga Bagel,Starbucks,1
Classic Coffee Cake,Starbucks,0
Starbucks Doubleshot Energy White Chocolate Drink,Starbucks,1
Starbucks Bottled Mocha Frappuccino Coffee Drink,Starbucks,0
"Caffe Latte with Nonfat Milk, Grande",Starbucks,1
Reduced-Fat Turkey Bacon Breakfast Sandwich,Starbucks,1
"Steamed Apple Juice, Grande",Starbucks,0
"Caffe Americano, Grande",Starbucks,1
"Medium Roast Brewed Coffee/Pike Place Roast Brewed Coffee, Grande",Starbucks,1
"Caffe Misto with Nonfat Milk, Tall",Starbucks,1
"Decaf Pike Place Roast Brewed Coffee, Tall",Starbucks,1
"Decaf Pike Place Roast Brewed Coffee, Venti",Starbucks,1
"Iced Coffee Sweetened, Trenta",Starbucks,0
"Hot Chocolate with 2% Milk and Whip, Short",Starbucks,1
"Peppermint Hot Chocolate with Nonfat Milk and Whip, Grande",Starbucks,0
"Caffe Mocha with 2% Milk and Whip, Grande",Starbucks,0
"Caffe Latte with Nonfat Milk, Tall",Starbucks,1
"Caffe Latte with 2% Milk, Venti",Starbucks,1
"Caffe Mocha with 2% Milk and Whip, Tall",Starbucks,1
"Cappuccino with Nonfat Milk, Venti",Starbucks,1
"Iced Caffe Americano, Venti",Starbucks,1
"Iced Caffe Mocha with Nonfat Milk and No Whip, Grande",Starbucks,1
"Iced Caramel Macchiato with 2% Milk, Venti",Starbucks,0
"Iced Cinnamon Dolce Latte with 2% Milk and Whip, Grande",Starbucks,0
"Iced Vanilla Latte with 2% Milk, Venti",Starbucks,0
"Pumpkin Spice Latte with Nonfat Milk and Whip, Venti",Starbucks,0
"White Chocolate Mocha with Nonfat Milk and Whip, Grande",Starbucks,0
"Salted Caramel Mocha with Nonfat Milk and Whip, Grande",Starbucks,0
"Caffe Vanilla Frappuccino with Nonfat Milk and Whip, Venti",Starbucks,0
"Cinnamon Dolce Frappuccino with Nonfat Milk and Whip, Venti",Starbucks,0
"Coffee Frappuccino with Whole Milk, Tall",Starbucks,0
"Java Chip Frappuccino with Whole Milk and Whip, Venti",Starbucks,0
"Mocha Frappuccino with Whole Milk and Whip, Tall",Starbucks,0
"Salted Caramel Mocha Frappuccino with Nonfat Milk and Whip, Grande",Starbucks,0
"Salted Caramel Mocha Frappuccino with Nonfat Milk and Whip, Tall",Starbucks,0
"Salted Caramel Mocha Frappuccino with Whole Milk and Whip, Grande",Starbucks,0
"Strawberries & Creme Frappuccino with Whole Milk and Whip, Tall",Starbucks,0
"White Chocolate Mocha Frappuccino with Whole Milk and Whip, Tall",Starbucks,0
"Chai Tea Latte with Nonfat Milk, Venti",Starbucks,0
"Iced Chai Tea Latte with 2% Milk, Venti",Starbucks,0
"Gingerbread Frappuccino with 2% Milk and Whip, Tall",Starbucks,0
"Pumpkin Spice Frappuccino with Whole Milk and Whip, Grande",Starbucks,0
"Salted Caramel Hot Chocolate with Nonfat Milk and Whip, Tall",Starbucks,0
"Gingerbread Creme with Nonfat Milk and Whip, Grande",Starbucks,0
"Salted Caramel Mocha Creme Frappuccino with Nonfat Milk and Whip, Venti",Starbucks,0
"Caramel Brulee Frappuccino Light, Tall",Starbucks,1
"Peppermint White Chocolate Mocha with 2% Milk and Whip, Grande",Starbucks,0
"Iced Peppermint Mocha with 2% Milk and Whip, Grande",Starbucks,0
Tomato Florentine Soup Bowl,Zio's Italian Kitchen,0
Artichoke Spinach Dip (Includes Bread),Zio's Italian Kitchen,0
Manicotti,Zio's Italian Kitchen,0
Chicken Alfredo Pasta,Zio's Italian Kitchen,0
Greek Pasta,Zio's Italian Kitchen,0
Spaghetti With Grilled Chicken,Zio's Italian Kitchen,0
Chicken Milanese,Zio's Italian Kitchen,0
Chicken Parmigiana,Zio's Italian Kitchen,0
Grilled Talipia (Includes Seasonal Vegetables),Zio's Italian Kitchen,0
Seafood Alfredo,Zio's Italian Kitchen,0
Chicken Marsala (Lunch),Zio's Italian Kitchen,0
Lemon Chicken Primavera (Lunch),Zio's Italian Kitchen,0
Pepperoni Chicken Calzone (Lunch),Zio's Italian Kitchen,0
"Entree Sides, Plain Baked Potato",Western Sizzlin,1
Carrot Strip,Western Sizzlin,1
"Hot Buffet, Chicken Quesadilla",Western Sizzlin,1
"Entree Sides, Broccoli Spears",Western Sizzlin,1
"Hot Buffet, Crab Cake",Western Sizzlin,1
Plain 14oz Sweet Potato,Western Sizzlin,1
California Pasta Salad,Western Sizzlin,1
"Hot Buffet, Steamed Mussels",Western Sizzlin,1
Breaded Chicken Tenders,Western Sizzlin,1
Half & Half Coffee Creamer,Western Sizzlin,1
S.F. Lemon Bundt Cake,Western Sizzlin,1
Honey Butter Packet,Western Sizzlin,0
"Hot Buffet, Chicken & Dumplings",Western Sizzlin,1
Poached Egg,Western Sizzlin,0
German Chocolate Bundt Cake,Western Sizzlin,1
Oreo Cookie Pie,Western Sizzlin,0
Soft Serve Chocolate (4.5%),Western Sizzlin,1
BBQ Sauce,Western Sizzlin,1
"Hot Buffet, Hot Bun",Western Sizzlin,1
"Top One Pound Top Sirloin, 16oz",Western Sizzlin,0
"Hot Buffet, Breaded Onion Rings",Western Sizzlin,1
"Entree Sides, Texas Toast",Western Sizzlin,1
"Hot Buffet, 12 inch Flour Tortilla Shell",Western Sizzlin,1
Cheese Mozzarella Pizza,Western Sizzlin,1
"Potato Bar Toppings, Whipped Margarine",Western Sizzlin,0
Wood Grill Cheese Biscuit,Western Sizzlin,1
White Chocolate Fountain,Western Sizzlin,0
Cocktail Sauce,Western Sizzlin,1
"Hot Buffet, Enchilada with Sauce & Cheese",Western Sizzlin,1
"Hot Buffet, Pot Roast with Vegetables",Western Sizzlin,1
"Top One Pound Top Sirloin, 13oz",Western Sizzlin,0
"White Chocolate Macadamia Nut Cookie, 1.33oz",Western Sizzlin,1
Real Bacon Bits,Western Sizzlin,1
S.F. Strawberry Bundt Cake,Western Sizzlin,1
"Hot Buffet, Meat Loaf",Western Sizzlin,1
Scrambled Egg,Western Sizzlin,0
"Potato Bar Toppings, Imitation Bacon Bits",Western Sizzlin,1
"Caffe Latte with Soy Milk, Grande",Starbucks,1
"Coffee Frappuccino with Almond Milk, Venti",Starbucks,0
"Iced Skinny Vanilla Latte with Nonfat Milk, Venti",Starbucks,1
"Caramel Brulee Creme with Nonfat Milk and Whip, Venti",Starbucks,0
"Teavana Shaken Iced Black Tea Unsweetened, Venti",Starbucks,1
"Peppermint Mocha Frappuccino with 2% Milk and Whip, Tall",Starbucks,0
"Oprah Brewed Tea Latte Almond Milk, Tall",Starbucks,1
"Hot Chocolate with Soy Milk and No Whip, Tall",Starbucks,0
"Iced Coffee Sweetened with Whole Milk, Trenta",Starbucks,0
"Peppermint White Chocolate Mocha with Nonfat Milk and No Whip, Short",Starbucks,0
"Cinnamon Dolce Creme Frappuccino with Almond Milk and No Whip, Grande",Starbucks,0
"White Chocolate Mocha with Almond Milk and No Whip, Tall",Starbucks,0
"Salted Caramel Hot Chocolate with 2% Milk and No Whip, Venti",Starbucks,0
"Peppermint White Mocha Creme Frappuccino with Nonfat Milk and Whip, Tall",Starbucks,0
"Salted Caramel Mocha Frappuccino with Almond Milk and No Whip, Tall",Starbucks,0
"Peppermint White Mocha Creme Frappuccino with Soy Milk and No Whip, Venti",Starbucks,0
"Teavana Shaken Strawberry Green Tea Infusion Sweetened, Tall",Starbucks,1
"Peppermint White Hot Chocolate with Coconut Milk and Whip, Tall",Starbucks,0
"Peppermint White Mocha Creme Frappuccino with Coconut Milk and Whip, Tall",Starbucks,0
"Cold Brewed Coffee + Classic Syrup, Tall",Starbucks,1
"Gingerbread Creme Frappuccino with Almond Milk and No Whip, Grande",Starbucks,0
"Peppermint White Chocolate Mocha with Whole Milk and No Whip, Short",Starbucks,0
"Salted Caramel Mocha Frappuccino with Soy Milk and Whip, Venti",Starbucks,0
"Iced White Chocolate Mocha with Coconut Milk and No Whip, Grande",Starbucks,0
"Double Chocolaty Chip Creme Frappuccino with Whole Milk and No Whip, Venti",Starbucks,0
"Eggnog Frappuccino Blended Creme with Coconut Milk and Whip, Grande",Starbucks,0
"Holiday Spice Flat White with 2% Milk, Tall",Starbucks,1
"Salted Caramel Mocha Creme Frappuccino with Almond Milk and Whip, Tall",Starbucks,0
"Holiday Spice Flat White with Coconut Milk, Venti",Starbucks,0
"Salted Caramel Hot Chocolate with Almond Milk and Whip, Venti",Starbucks,0
"Eggnog Frappuccino Blended Creme with Almond Milk and Whip, Venti",Starbucks,0
"Cinnamon Dolce Steamer with Nonfat Milk, Tall",Starbucks,1
"Pumpkin Spice Latte with Almond Milk and No Whip, Grande",Starbucks,0
"Mocha Frappuccino with Soy Milk and No Whip, Tall",Starbucks,0
"Pumpkin Spice Creme with Nonfat Milk and Whip, Venti",Starbucks,0
"Peppermint Hot Chocolate with Almond Milk and No Whip, Kids",Starbucks,1
"Peppermint White Mocha Frappuccino with Nonfat Milk and No Whip, Tall",Starbucks,0
"Java Chip Frappuccino with 2% Milk and No Whip, Grande",Starbucks,0
"Iced Pumpkin Spice Latte with Nonfat Milk and No Whip, Tall",Starbucks,0
"Java Chip Frappuccino with Almond Milk and No Whip, Tall",Starbucks,0
"Gingerbread Latte with Whole Milk and Whip, Short",Starbucks,1
"Iced White Hot Chocolate with 2% Milk and No Whip, Tall",Starbucks,0
"White Chocolate Mocha Creme Frappuccino with Whole Milk and No Whip, Grande",Starbucks,0
"Chocolate Milk with 2% Milk, Tall",Starbucks,0
"Iced Flat White with Coconut Milk, Tall",Starbucks,1
"Peppermint White Hot Chocolate with Coconut Milk and Whip, Kids",Starbucks,0
"Caramel Brulee Creme with Coconut Milk and Whip, Venti",Starbucks,0
"Peppermint Mocha Frappuccino Blended Creme with 2% Milk and No Whip, Tall",Starbucks,0
"Strawberries & Creme Frappuccino with 2% Milk and Whip, Tall",Starbucks,0
"Gingerbread Creme Frappuccino with Almond Milk and Whip, Tall",Starbucks,1
Carrots,Western Sizzlin,1
Northern Beans,Western Sizzlin,1
