,fields.item_name,fields.brand_name,healthy,clean_item_name,filtered_item_name
2293,"Turtle Latte, Hot - Large with 2% Milk",Scooter's Coffee And Yogurt,0,"['turtle', 'latte', 'hot', 'large', 'with', '2', 'milk']","['turtl', 'latt', 'hot', 'larg', '2', 'milk']"
2294,Strawberry Vertigo Smoothie - Small with Regular Red Bull,Scooter's Coffee And Yogurt,0,"['strawberry', 'vertigo', 'smoothie', 'small', 'with', 'regular', 'red', 'bull']","['strawberri', 'vertigo', 'smoothi', 'small', 'regular', 'red', 'bull']"
2295,"Cinnamon Roll Latte, Hot - Medium with Almond Milk",Scooter's Coffee And Yogurt,0,"['cinnamon', 'roll', 'latte', 'hot', 'medium', 'with', 'almond', 'milk']","['cinnamon', 'roll', 'latt', 'hot', 'medium', 'almond', 'milk']"
2296,"Dirty Spiced Pumpkin Chai Tea, Iced - Small with Whole Milk",Scooter's Coffee And Yogurt,1,"['dirty', 'spiced', 'pumpkin', 'chai', 'tea', 'iced', 'small', 'with', 'whole', 'milk']","['dirti', 'spice', 'pumpkin', 'chai', 'tea', 'ice', 'small', 'whole', 'milk']"
2297,Oatmeal without Dried Fruit and Nuts,Scooter's Coffee And Yogurt,1,"['oatmeal', 'without', 'dried', 'fruit', 'and', 'nuts']","['oatmeal', 'without', 'dri', 'fruit', 'nut']"
2298,"Flavored Chai, Vanilla, Hot - Small with 2% Milk",Scooter's Coffee And Yogurt,0,"['flavored', 'chai', 'vanilla', 'hot', 'small', 'with', '2', 'milk']","['flavor', 'chai', 'vanilla', 'hot', 'small', '2', 'milk']"
2299,"Candy Bar with Mocha, Hazelnut, Peanut Butter, Toffee & White Chocolate, Blended - Large",Scooter's Coffee And Yogurt,0,"['candy', 'bar', 'with', 'mocha', 'hazelnut', 'peanut', 'butter', 'toffee', 'white', 'chocolate', 'blended', 'large']","['candi', 'bar', 'mocha', 'hazelnut', 'peanut', 'butter', 'toffe', 'white', 'chocol', 'blend', 'larg']"
2300,"Caramel Macchiato with Almond Milk, Tall",Starbucks,1,"['caramel', 'macchiato', 'with', 'almond', 'milk', 'tall']","['caramel', 'macchiato', 'almond', 'milk', 'tall']"
2301,"Caramel Brulee Creme with Soy Milk and Whip, Venti",Starbucks,0,"['caramel', 'brulee', 'creme', 'with', 'soy', 'milk', 'and', 'whip', 'venti']","['caramel', 'brule', 'creme', 'soy', 'milk', 'whip', 'venti']"
2302,"Matcha Green Tea Frappuccino Blended Creme with Almond Milk and No Whip, Tall",Starbucks,0,"['matcha', 'green', 'tea', 'frappuccino', 'blended', 'creme', 'with', 'almond', 'milk', 'and', 'no', 'whip', 'tall']","['matcha', 'green', 'tea', 'frappuccino', 'blend', 'creme', 'almond', 'milk', 'whip', 'tall']"
2303,"Iced Peppermint White Chocolate Mocha with 2% Milk and No Whip, Tall",Starbucks,0,"['iced', 'peppermint', 'white', 'chocolate', 'mocha', 'with', '2', 'milk', 'and', 'no', 'whip', 'tall']","['ice', 'peppermint', 'white', 'chocol', 'mocha', '2', 'milk', 'whip', 'tall']"
2304,"Gingerbread Creme with Whole Milk and Whip, Kids",Starbucks,1,"['gingerbread', 'creme', 'with', 'whole', 'milk', 'and', 'whip', 'kids']","['gingerbread', 'creme', 'whole', 'milk', 'whip', 'kid']"
2305,"Chai Creme Frappuccino with Soy Milk and Whip, Grande",Starbucks,0,"['chai', 'creme', 'frappuccino', 'with', 'soy', 'milk', 'and', 'whip', 'grande']","['chai', 'creme', 'frappuccino', 'soy', 'milk', 'whip', 'grand']"
2306,"Peppermint Mocha Frappuccino Blended Creme with Soy Milk and No Whip, Venti",Starbucks,0,"['peppermint', 'mocha', 'frappuccino', 'blended', 'creme', 'with', 'soy', 'milk', 'and', 'no', 'whip', 'venti']","['peppermint', 'mocha', 'frappuccino', 'blend', 'creme', 'soy', 'milk', 'whip', 'venti']"
2307,"Caffe Vanilla Frappuccino with 2% Milk and Whip, Grande",Starbucks,0,"['caffe', 'vanilla', 'frappuccino', 'with', '2', 'milk', 'and', 'whip', 'grande']","['caff', 'vanilla', 'frappuccino', '2', 'milk', 'whip', 'grand']"
2308,"Peppermint Mocha Frappuccino with Whole Milk and No Whip, Venti",Starbucks,0,"['peppermint', 'mocha', 'frappuccino', 'with', 'whole', 'milk', 'and', 'no', 'whip', 'venti']","['peppermint', 'mocha', 'frappuccino', 'whole', 'milk', 'whip', 'venti']"
2309,"Salted Caramel Mocha Creme Frappuccino with Soy Milk and No Whip, Tall",Starbucks,0,"['salted', 'caramel', 'mocha', 'creme', 'frappuccino', 'with', 'soy', 'milk', 'and', 'no', 'whip', 'tall']","['salt', 'caramel', 'mocha', 'creme', 'frappuccino', 'soy', 'milk', 'whip', 'tall']"
2310,"Iced Cinnamon Dolce Latte with Nonfat Milk and No Whip, Venti",Starbucks,0,"['iced', 'cinnamon', 'dolce', 'latte', 'with', 'nonfat', 'milk', 'and', 'no', 'whip', 'venti']","['ice', 'cinnamon', 'dolc', 'latt', 'nonfat', 'milk', 'whip', 'venti']"
2311,"Caramel Brulee Creme with Whole Milk and No Whip, Grande",Starbucks,0,"['caramel', 'brulee', 'creme', 'with', 'whole', 'milk', 'and', 'no', 'whip', 'grande']","['caramel', 'brule', 'creme', 'whole', 'milk', 'whip', 'grand']"
2312,"Cinnamon Dolce Creme Frappuccino with Whole Milk and Whip, Tall",Starbucks,0,"['cinnamon', 'dolce', 'creme', 'frappuccino', 'with', 'whole', 'milk', 'and', 'whip', 'tall']","['cinnamon', 'dolc', 'creme', 'frappuccino', 'whole', 'milk', 'whip', 'tall']"
2313,"Clover Brewed Coffee Light Roast, Tall",Starbucks,1,"['clover', 'brewed', 'coffee', 'light', 'roast', 'tall']","['clover', 'brew', 'coffe', 'light', 'roast', 'tall']"
2314,"Pumpkin Spice Frappuccino with Nonfat Milk and No Whip, Grande",Starbucks,0,"['pumpkin', 'spice', 'frappuccino', 'with', 'nonfat', 'milk', 'and', 'no', 'whip', 'grande']","['pumpkin', 'spice', 'frappuccino', 'nonfat', 'milk', 'whip', 'grand']"
2315,"Peppermint White Hot Chocolate with Soy Milk and No Whip, Grande",Starbucks,0,"['peppermint', 'white', 'hot', 'chocolate', 'with', 'soy', 'milk', 'and', 'no', 'whip', 'grande']","['peppermint', 'white', 'hot', 'chocol', 'soy', 'milk', 'whip', 'grand']"
2316,"Iced Latte Macchiato with Almond Milk, Grande",Starbucks,1,"['iced', 'latte', 'macchiato', 'with', 'almond', 'milk', 'grande']","['ice', 'latt', 'macchiato', 'almond', 'milk', 'grand']"
2317,"Caffe Mocha with Almond Milk and Whip, Short",Starbucks,1,"['caffe', 'mocha', 'with', 'almond', 'milk', 'and', 'whip', 'short']","['caff', 'mocha', 'almond', 'milk', 'whip', 'short']"
2318,"Caffe Mocha with 2% Milk and No Whip, Short",Starbucks,1,"['caffe', 'mocha', 'with', '2', 'milk', 'and', 'no', 'whip', 'short']","['caff', 'mocha', '2', 'milk', 'whip', 'short']"
2319,"Iced Holiday Spice Flat White with Almond Milk, Tall",Starbucks,1,"['iced', 'holiday', 'spice', 'flat', 'white', 'with', 'almond', 'milk', 'tall']","['ice', 'holiday', 'spice', 'flat', 'white', 'almond', 'milk', 'tall']"
2320,"Iced White Hot Chocolate with Whole Milk and No Whip, Tall",Starbucks,0,"['iced', 'white', 'hot', 'chocolate', 'with', 'whole', 'milk', 'and', 'no', 'whip', 'tall']","['ice', 'white', 'hot', 'chocol', 'whole', 'milk', 'whip', 'tall']"
2321,"Peppermint Hot Chocolate with Soy Milk and No Whip, Short",Starbucks,0,"['peppermint', 'hot', 'chocolate', 'with', 'soy', 'milk', 'and', 'no', 'whip', 'short']","['peppermint', 'hot', 'chocol', 'soy', 'milk', 'whip', 'short']"
2322,"Gingerbread Creme with Almond Milk and No Whip, Tall",Starbucks,1,"['gingerbread', 'creme', 'with', 'almond', 'milk', 'and', 'no', 'whip', 'tall']","['gingerbread', 'creme', 'almond', 'milk', 'whip', 'tall']"
2323,"Cinnamon Dolce Frappuccino with Soy Milk and No Whip, Tall",Starbucks,0,"['cinnamon', 'dolce', 'frappuccino', 'with', 'soy', 'milk', 'and', 'no', 'whip', 'tall']","['cinnamon', 'dolc', 'frappuccino', 'soy', 'milk', 'whip', 'tall']"
2324,"Peppermint White Chocolate Mocha with Soy Milk and Whip, Grande",Starbucks,0,"['peppermint', 'white', 'chocolate', 'mocha', 'with', 'soy', 'milk', 'and', 'whip', 'grande']","['peppermint', 'white', 'chocol', 'mocha', 'soy', 'milk', 'whip', 'grand']"
2325,"White Hot Chocolate with Nonfat Milk and No Whip, Venti",Starbucks,0,"['white', 'hot', 'chocolate', 'with', 'nonfat', 'milk', 'and', 'no', 'whip', 'venti']","['white', 'hot', 'chocol', 'nonfat', 'milk', 'whip', 'venti']"
2326,"Gingerbread Creme with Whole Milk and No Whip, Venti",Starbucks,0,"['gingerbread', 'creme', 'with', 'whole', 'milk', 'and', 'no', 'whip', 'venti']","['gingerbread', 'creme', 'whole', 'milk', 'whip', 'venti']"
2327,"White Chocolate Mocha Frappuccino with Almond Milk and Whip, Grande",Starbucks,0,"['white', 'chocolate', 'mocha', 'frappuccino', 'with', 'almond', 'milk', 'and', 'whip', 'grande']","['white', 'chocol', 'mocha', 'frappuccino', 'almond', 'milk', 'whip', 'grand']"
2328,"Eggnog Frappuccino Blended Creme with Soy Milk and Whip, Grande",Starbucks,0,"['eggnog', 'frappuccino', 'blended', 'creme', 'with', 'soy', 'milk', 'and', 'whip', 'grande']","['eggnog', 'frappuccino', 'blend', 'creme', 'soy', 'milk', 'whip', 'grand']"
2329,"Peppermint White Hot Chocolate with Coconut Milk and Whip, Venti",Starbucks,0,"['peppermint', 'white', 'hot', 'chocolate', 'with', 'coconut', 'milk', 'and', 'whip', 'venti']","['peppermint', 'white', 'hot', 'chocol', 'coconut', 'milk', 'whip', 'venti']"
2330,"Peppermint White Chocolate Mocha with Almond Milk and Whip, Tall",Starbucks,0,"['peppermint', 'white', 'chocolate', 'mocha', 'with', 'almond', 'milk', 'and', 'whip', 'tall']","['peppermint', 'white', 'chocol', 'mocha', 'almond', 'milk', 'whip', 'tall']"
2331,"Iced Coffee Unsweetened with Whole Milk, Grande",Starbucks,1,"['iced', 'coffee', 'unsweetened', 'with', 'whole', 'milk', 'grande']","['ice', 'coffe', 'unsweeten', 'whole', 'milk', 'grand']"
2332,"Flat White with Almond Milk, Grande",Starbucks,1,"['flat', 'white', 'with', 'almond', 'milk', 'grande']","['flat', 'white', 'almond', 'milk', 'grand']"
2333,"Iced Holiday Spice Flat White with Whole Milk, Tall",Starbucks,1,"['iced', 'holiday', 'spice', 'flat', 'white', 'with', 'whole', 'milk', 'tall']","['ice', 'holiday', 'spice', 'flat', 'white', 'whole', 'milk', 'tall']"
2334,"Hot Chocolate with Coconut Milk and No Whip, Tall",Starbucks,1,"['hot', 'chocolate', 'with', 'coconut', 'milk', 'and', 'no', 'whip', 'tall']","['hot', 'chocol', 'coconut', 'milk', 'whip', 'tall']"
2335,"Peppermint Hot Chocolate with Whole Milk and Whip, Tall",Starbucks,0,"['peppermint', 'hot', 'chocolate', 'with', 'whole', 'milk', 'and', 'whip', 'tall']","['peppermint', 'hot', 'chocol', 'whole', 'milk', 'whip', 'tall']"
2336,"Salted Caramel Mocha Frappuccino with Almond Milk and Whip, Grande",Starbucks,0,"['salted', 'caramel', 'mocha', 'frappuccino', 'with', 'almond', 'milk', 'and', 'whip', 'grande']","['salt', 'caramel', 'mocha', 'frappuccino', 'almond', 'milk', 'whip', 'grand']"
2337,"Caramel Brulee Frappuccino with Nonfat Milk and No Whip, Venti",Starbucks,0,"['caramel', 'brulee', 'frappuccino', 'with', 'nonfat', 'milk', 'and', 'no', 'whip', 'venti']","['caramel', 'brule', 'frappuccino', 'nonfat', 'milk', 'whip', 'venti']"
2338,"Iced Caffe Mocha with Coconut Milk and No Whip, Grande",Starbucks,1,"['iced', 'caffe', 'mocha', 'with', 'coconut', 'milk', 'and', 'no', 'whip', 'grande']","['ice', 'caff', 'mocha', 'coconut', 'milk', 'whip', 'grand']"
2339,"White Chocolate Mocha with Almond Milk and Whip, Short",Starbucks,1,"['white', 'chocolate', 'mocha', 'with', 'almond', 'milk', 'and', 'whip', 'short']","['white', 'chocol', 'mocha', 'almond', 'milk', 'whip', 'short']"
2340,"Salted Caramel Hot Chocolate with 2% Milk and No Whip, Grande",Starbucks,0,"['salted', 'caramel', 'hot', 'chocolate', 'with', '2', 'milk', 'and', 'no', 'whip', 'grande']","['salt', 'caramel', 'hot', 'chocol', '2', 'milk', 'whip', 'grand']"
2341,"Espresso Frappuccino with Almond Milk, Grande",Starbucks,0,"['espresso', 'frappuccino', 'with', 'almond', 'milk', 'grande']","['espresso', 'frappuccino', 'almond', 'milk', 'grand']"
2342,"Gingerbread Creme with Almond Milk and Whip, Venti",Starbucks,0,"['gingerbread', 'creme', 'with', 'almond', 'milk', 'and', 'whip', 'venti']","['gingerbread', 'creme', 'almond', 'milk', 'whip', 'venti']"
2343,"Teavana Shaken Peach Citrus White Tea Infusion Sweetened, Trenta",Starbucks,1,"['teavana', 'shaken', 'peach', 'citrus', 'white', 'tea', 'infusion', 'sweetened', 'trenta']","['teavana', 'shaken', 'peach', 'citru', 'white', 'tea', 'infus', 'sweeten', 'trenta']"
2344,"Peppermint White Mocha Frappuccino with Almond Milk and No Whip, Venti",Starbucks,0,"['peppermint', 'white', 'mocha', 'frappuccino', 'with', 'almond', 'milk', 'and', 'no', 'whip', 'venti']","['peppermint', 'white', 'mocha', 'frappuccino', 'almond', 'milk', 'whip', 'venti']"
2345,"Cold Brewed Coffee + Classic Syrup, Trenta",Starbucks,0,"['cold', 'brewed', 'coffee', 'classic', 'syrup', 'trenta']","['cold', 'brew', 'coffe', 'classic', 'syrup', 'trenta']"
2346,"Cold Brewed Coffee + Classic Syrup with Nonfat Milk, Grande",Starbucks,1,"['cold', 'brewed', 'coffee', 'classic', 'syrup', 'with', 'nonfat', 'milk', 'grande']","['cold', 'brew', 'coffe', 'classic', 'syrup', 'nonfat', 'milk', 'grand']"
2347,"Peppermint White Chocolate Mocha with Whole Milk and Whip, Grande",Starbucks,0,"['peppermint', 'white', 'chocolate', 'mocha', 'with', 'whole', 'milk', 'and', 'whip', 'grande']","['peppermint', 'white', 'chocol', 'mocha', 'whole', 'milk', 'whip', 'grand']"
2348,"Iced White Hot Chocolate with Nonfat Milk and Whip, Venti",Starbucks,0,"['iced', 'white', 'hot', 'chocolate', 'with', 'nonfat', 'milk', 'and', 'whip', 'venti']","['ice', 'white', 'hot', 'chocol', 'nonfat', 'milk', 'whip', 'venti']"
2349,"Chestnut Praline Creme Frappuccino with 2% Milk and Whip, Venti",Starbucks,0,"['chestnut', 'praline', 'creme', 'frappuccino', 'with', '2', 'milk', 'and', 'whip', 'venti']","['chestnut', 'pralin', 'creme', 'frappuccino', '2', 'milk', 'whip', 'venti']"
2350,"Traditional Dry Rub Lemon Pepper Wings, 25 Wings With Celery",Beef o Brady's,0,"['traditional', 'dry', 'rub', 'lemon', 'pepper', 'wings', '25', 'wings', 'with', 'celery']","['tradit', 'dri', 'rub', 'lemon', 'pepper', 'wing', '25', 'wing', 'celeri']"
2351,"Traditional Teriyaki Wings, 8 Wings With Celery",Beef o Brady's,0,"['traditional', 'teriyaki', 'wings', '8', 'wings', 'with', 'celery']","['tradit', 'teriyaki', 'wing', '8', 'wing', 'celeri']"
2352,"Boneless Honey BBQ Wings, 18 Wings With Celery",Beef o Brady's,0,"['boneless', 'honey', 'bbq', 'wings', '18', 'wings', 'with', 'celery']","['boneless', 'honey', 'bbq', 'wing', '18', 'wing', 'celeri']"
2353,Boneless Wings & Jalapeno Corn Fritters,Beef o Brady's,0,"['boneless', 'wings', 'jalapeno', 'corn', 'fritters']","['boneless', 'wing', 'jalapeno', 'corn', 'fritter']"
2354,X-Hot Boneless Wing Sauce,Beef o Brady's,0,"['xhot', 'boneless', 'wing', 'sauce']","['xhot', 'boneless', 'wing', 'sauc']"
2355,"Build Your Own Personal Pizza, Broccoli Florets",Beef o Brady's,1,"['build', 'your', 'own', 'personal', 'pizza', 'broccoli', 'florets']","['build', 'person', 'pizza', 'broccoli', 'floret']"
2356,"Fajitas, Duos (Steak & Shrimp)",Beef o Brady's,0,"['fajitas', 'duos', 'steak', 'shrimp']","['fajita', 'duo', 'steak', 'shrimp']"
2357,"Shrimp Bowl, With Quinoa",Beef o Brady's,0,"['shrimp', 'bowl', 'with', 'quinoa']","['shrimp', 'bowl', 'quinoa']"
2358,"Traditional Signature Buffalo Wings, 12 Wings With Celery",Beef o Brady's,0,"['traditional', 'signature', 'buffalo', 'wings', '12', 'wings', 'with', 'celery']","['tradit', 'signatur', 'buffalo', 'wing', '12', 'wing', 'celeri']"
2359,Add Butter,Beef o Brady's,0,"['add', 'butter']","['add', 'butter']"
2360,Shrimp Fajitas,Beef o Brady's,0,"['shrimp', 'fajitas']","['shrimp', 'fajita']"
2361,"Boneless Nashville Hot Wings, 18 Wings With Celery",Beef o Brady's,0,"['boneless', 'nashville', 'hot', 'wings', '18', 'wings', 'with', 'celery']","['boneless', 'nashvil', 'hot', 'wing', '18', 'wing', 'celeri']"
2362,"Seafood Combo, Grilled Shrimp (PGS) & Fried Fish",Beef o Brady's,0,"['seafood', 'combo', 'grilled', 'shrimp', 'pgs', 'fried', 'fish']","['seafood', 'combo', 'grill', 'shrimp', 'pg', 'fri', 'fish']"
2363,"Traditional Teriyaki Wings, 18 Wings With Celery",Beef o Brady's,0,"['traditional', 'teriyaki', 'wings', '18', 'wings', 'with', 'celery']","['tradit', 'teriyaki', 'wing', '18', 'wing', 'celeri']"
2364,Sweet Jalapeno Traditional Wing Sauce,Beef o Brady's,1,"['sweet', 'jalapeno', 'traditional', 'wing', 'sauce']","['sweet', 'jalapeno', 'tradit', 'wing', 'sauc']"
2365,"Veggie Bowl, With Rice",Beef o Brady's,0,"['veggie', 'bowl', 'with', 'rice']","['veggi', 'bowl', 'rice']"
2366,"Build Your Own Burger, Swiss Cheese",Beef o Brady's,0,"['build', 'your', 'own', 'burger', 'swiss', 'cheese']","['build', 'burger', 'swiss', 'chees']"
2367,"Traditional Dry Rub Lemon Pepper Wings, 8 Wings With Celery",Beef o Brady's,0,"['traditional', 'dry', 'rub', 'lemon', 'pepper', 'wings', '8', 'wings', 'with', 'celery']","['tradit', 'dri', 'rub', 'lemon', 'pepper', 'wing', '8', 'wing', 'celeri']"
2368,"Traditional Dry Rub Blackening Wings, 8 Wings With Celery",Beef o Brady's,0,"['traditional', 'dry', 'rub', 'blackening', 'wings', '8', 'wings', 'with', 'celery']","['tradit', 'dri', 'rub', 'blacken', 'wing', '8', 'wing', 'celeri']"
2369,"Boneless X, Hot Wings, 12 Wings With Celery",Beef o Brady's,0,"['boneless', 'x', 'hot', 'wings', '12', 'wings', 'with', 'celery']","['boneless', 'x', 'hot', 'wing', '12', 'wing', 'celeri']"
2370,"Traditional X-Hot Wings, 8 Wings With Celery",Beef o Brady's,0,"['traditional', 'xhot', 'wings', '8', 'wings', 'with', 'celery']","['tradit', 'xhot', 'wing', '8', 'wing', 'celeri']"
2371,"Kid's, French Fries",Beef o Brady's,0,"['kids', 'french', 'fries']","['kid', 'french', 'fri']"
2372,"Pick Two, Cup of Chicken Gumbo",Beef o Brady's,0,"['pick', 'two', 'cup', 'of', 'chicken', 'gumbo']","['pick', 'two', 'cup', 'chicken', 'gumbo']"
2373,"Traditional Mild Wings, 18 Wings With Celery",Beef o Brady's,0,"['traditional', 'mild', 'wings', '18', 'wings', 'with', 'celery']","['tradit', 'mild', 'wing', '18', 'wing', 'celeri']"
2374,"Boneless Mango Habanero Wings, 12 Wings With Celery",Beef o Brady's,0,"['boneless', 'mango', 'habanero', 'wings', '12', 'wings', 'with', 'celery']","['boneless', 'mango', 'habanero', 'wing', '12', 'wing', 'celeri']"
2375,Boneless Spicy Garlic Wing Basket,Beef o Brady's,0,"['boneless', 'spicy', 'garlic', 'wing', 'basket']","['boneless', 'spici', 'garlic', 'wing', 'basket']"
2376,"Boneless Honey BBQ Wings, 12 Wings With Celery",Beef o Brady's,0,"['boneless', 'honey', 'bbq', 'wings', '12', 'wings', 'with', 'celery']","['boneless', 'honey', 'bbq', 'wing', '12', 'wing', 'celeri']"
2377,Barefoot Pinot Grigio,Beef o Brady's,1,"['barefoot', 'pinot', 'grigio']","['barefoot', 'pinot', 'grigio']"
2378,"Kid's, Seasoned Rice",Beef o Brady's,0,"['kids', 'seasoned', 'rice']","['kid', 'season', 'rice']"
2379,"Boneless Teriyaki Wings, 25 Wings With Celery",Beef o Brady's,0,"['boneless', 'teriyaki', 'wings', '25', 'wings', 'with', 'celery']","['boneless', 'teriyaki', 'wing', '25', 'wing', 'celeri']"
2380,"Build Your Own Personal Pizza, Chopped Ham",Beef o Brady's,1,"['build', 'your', 'own', 'personal', 'pizza', 'chopped', 'ham']","['build', 'person', 'pizza', 'chop', 'ham']"
2381,Ribs Half Order Chargrilled,Beef o Brady's,0,"['ribs', 'half', 'order', 'chargrilled']","['rib', 'half', 'order', 'chargril']"
2382,"Seafood Combo, Grilled (Fish, Lemon Pepper & Shrimp PGS)",Beef o Brady's,0,"['seafood', 'combo', 'grilled', 'fish', 'lemon', 'pepper', 'shrimp', 'pgs']","['seafood', 'combo', 'grill', 'fish', 'lemon', 'pepper', 'shrimp', 'pg']"
2383,Shrimp Salad Blackened,Beef o Brady's,0,"['shrimp', 'salad', 'blackened']","['shrimp', 'salad', 'blacken']"
2384,"Traditional Spicy Garlic Wings, 8 Wings With Celery",Beef o Brady's,0,"['traditional', 'spicy', 'garlic', 'wings', '8', 'wings', 'with', 'celery']","['tradit', 'spici', 'garlic', 'wing', '8', 'wing', 'celeri']"
2385,"Shrimp Caesar Salad, Grilled",Beef o Brady's,0,"['shrimp', 'caesar', 'salad', 'grilled']","['shrimp', 'caesar', 'salad', 'grill']"
2386,"Seafood Combo, Grilled (Fish, Lemon Pepper & Shrimp, Blackened)",Beef o Brady's,0,"['seafood', 'combo', 'grilled', 'fish', 'lemon', 'pepper', 'shrimp', 'blackened']","['seafood', 'combo', 'grill', 'fish', 'lemon', 'pepper', 'shrimp', 'blacken']"
2387,"Boneless Nashville Hot Wings, 25 Wings With Celery",Beef o Brady's,0,"['boneless', 'nashville', 'hot', 'wings', '25', 'wings', 'with', 'celery']","['boneless', 'nashvil', 'hot', 'wing', '25', 'wing', 'celeri']"
2388,"Lettuce Wraps, Chicken",Beef o Brady's,0,"['lettuce', 'wraps', 'chicken']","['lettuc', 'wrap', 'chicken']"
2389,"Traditional Mango Habanero Wings, 8 Wings With Celery",Beef o Brady's,0,"['traditional', 'mango', 'habanero', 'wings', '8', 'wings', 'with', 'celery']","['tradit', 'mango', 'habanero', 'wing', '8', 'wing', 'celeri']"
2390,'O' Brady Burger,Beef o Brady's,0,"['o', 'brady', 'burger']","['bradi', 'burger']"
2391,"Boneless Teriyaki Wings, 12 Wings With Celery",Beef o Brady's,0,"['boneless', 'teriyaki', 'wings', '12', 'wings', 'with', 'celery']","['boneless', 'teriyaki', 'wing', '12', 'wing', 'celeri']"
2392,"Boneless Mango Habanero Wings, 8 Wings With Celery",Beef o Brady's,0,"['boneless', 'mango', 'habanero', 'wings', '8', 'wings', 'with', 'celery']","['boneless', 'mango', 'habanero', 'wing', '8', 'wing', 'celeri']"
2393,"Traditional Spicy Garlic Wings, 25 Wings With Celery",Beef o Brady's,0,"['traditional', 'spicy', 'garlic', 'wings', '25', 'wings', 'with', 'celery']","['tradit', 'spici', 'garlic', 'wing', '25', 'wing', 'celeri']"
2394,"Traditional Signature Buffalo Wings, 18 Wings With Celery",Beef o Brady's,0,"['traditional', 'signature', 'buffalo', 'wings', '18', 'wings', 'with', 'celery']","['tradit', 'signatur', 'buffalo', 'wing', '18', 'wing', 'celeri']"
2395,"Boneless Spicy Garlic Wings, 12 Wings With Celery",Beef o Brady's,0,"['boneless', 'spicy', 'garlic', 'wings', '12', 'wings', 'with', 'celery']","['boneless', 'spici', 'garlic', 'wing', '12', 'wing', 'celeri']"
2396,"Pick Two, Cup of Beef O'Brady's Chili",Beef o Brady's,0,"['pick', 'two', 'cup', 'of', 'beef', 'obradys', 'chili']","['pick', 'two', 'cup', 'beef', 'obradi', 'chili']"
2397,Strawberry Pina Colada,Beef o Brady's,0,"['strawberry', 'pina', 'colada']","['strawberri', 'pina', 'colada']"
2398,Mild Boneless Wing Sauce,Beef o Brady's,0,"['mild', 'boneless', 'wing', 'sauce']","['mild', 'boneless', 'wing', 'sauc']"
2399,"Traditional Garlic Parmesan Wings, 12 Wings With Celery",Beef o Brady's,0,"['traditional', 'garlic', 'parmesan', 'wings', '12', 'wings', 'with', 'celery']","['tradit', 'garlic', 'parmesan', 'wing', '12', 'wing', 'celeri']"
2400,"Boneless Medium Wings, 8 Wings With Celery",Beef o Brady's,0,"['boneless', 'medium', 'wings', '8', 'wings', 'with', 'celery']","['boneless', 'medium', 'wing', '8', 'wing', 'celeri']"
2401,"Build Your Own Burger, American Cheese",Beef o Brady's,1,"['build', 'your', 'own', 'burger', 'american', 'cheese']","['build', 'burger', 'american', 'chees']"
2402,"Build Your Own Burger, Gouda Cheese",Beef o Brady's,1,"['build', 'your', 'own', 'burger', 'gouda', 'cheese']","['build', 'burger', 'gouda', 'chees']"
2403,"Traditional Garlic Parmesan Wings, 25 Wings With Celery",Beef o Brady's,0,"['traditional', 'garlic', 'parmesan', 'wings', '25', 'wings', 'with', 'celery']","['tradit', 'garlic', 'parmesan', 'wing', '25', 'wing', 'celeri']"
2404,"Seafood Combo, Fried Shrimp & Grilled Fish (Blackened)",Beef o Brady's,0,"['seafood', 'combo', 'fried', 'shrimp', 'grilled', 'fish', 'blackened']","['seafood', 'combo', 'fri', 'shrimp', 'grill', 'fish', 'blacken']"
2405,"Quinoa Power Salad, Value Menu",Beef o Brady's,0,"['quinoa', 'power', 'salad', 'value', 'menu']","['quinoa', 'power', 'salad', 'valu', 'menu']"
2406,"Build Your Own Personal Pizza, Sliced Green Peppers",Beef o Brady's,1,"['build', 'your', 'own', 'personal', 'pizza', 'sliced', 'green', 'peppers']","['build', 'person', 'pizza', 'slice', 'green', 'pepper']"
2407,"Boneless Dry Rub Blackening Wings, 8 Wings With Celery",Beef o Brady's,0,"['boneless', 'dry', 'rub', 'blackening', 'wings', '8', 'wings', 'with', 'celery']","['boneless', 'dri', 'rub', 'blacken', 'wing', '8', 'wing', 'celeri']"
2408,Royal Gala,Beef o Brady's,1,"['royal', 'gala']","['royal', 'gala']"
2409,Mango Moonshine,Beef o Brady's,1,"['mango', 'moonshine']","['mango', 'moonshin']"
2410,"Traditional Nuclear Wings, 18 Wings With Celery",Beef o Brady's,0,"['traditional', 'nuclear', 'wings', '18', 'wings', 'with', 'celery']","['tradit', 'nuclear', 'wing', '18', 'wing', 'celeri']"
2411,"Boneless Dry Rub Blackening Wings, 25 Wings With Celery",Beef o Brady's,0,"['boneless', 'dry', 'rub', 'blackening', 'wings', '25', 'wings', 'with', 'celery']","['boneless', 'dri', 'rub', 'blacken', 'wing', '25', 'wing', 'celeri']"
2412,Texas Sliders,Beef o Brady's,0,"['texas', 'sliders']","['texa', 'slider']"
2413,Add Au Jus,Beef o Brady's,1,"['add', 'au', 'jus']","['add', 'au', 'ju']"
2414,Traditional Mango Habanero Wing Basket,Beef o Brady's,0,"['traditional', 'mango', 'habanero', 'wing', 'basket']","['tradit', 'mango', 'habanero', 'wing', 'basket']"
