,_index,_type,_id,_score,fields.item_name,fields.brand_name,fields.nf_calories,fields.nf_calories_from_fat,fields.nf_total_fat,fields.nf_saturated_fat,fields.nf_trans_fatty_acid,fields.nf_cholesterol,fields.nf_sodium,fields.nf_sugars,fields.nf_protein,healthy,caption_clean,filtered_caption
2638,f762ef22-e660-434f-9071-a10ea6691c27,item,516d9a40e3afed032c7da613,1,Nachos,Casa Ole,370,220.0,24.0,12.0,0.0,55.0,750.0,1.0,14.0,0,['nachos'],['nacho']
2639,f762ef22-e660-434f-9071-a10ea6691c27,item,516d9a40e3afed032c7da618,1,"Nachos Ole w/ Chicken, Large",Casa Ole,1250,620.0,70.0,22.0,0.5,110.0,2940.0,5.0,45.0,0,"['nachos', 'ole', 'w', 'chicken', 'large']","['nacho', 'ole', 'w', 'chicken', 'larg']"
2640,f762ef22-e660-434f-9071-a10ea6691c27,item,516d9a40e3afed032c7da61e,1,Pescado Ole,Casa Ole,980,670.0,77.0,13.0,0.0,60.0,2880.0,8.0,29.0,0,"['pescado', 'ole']","['pescado', 'ole']"
2641,f762ef22-e660-434f-9071-a10ea6691c27,item,516d9a40e3afed032c7da620,1,Quesadillas - Chicken,Casa Ole,550,300.0,33.0,19.0,0.0,100.0,1440.0,3.0,25.0,0,"['quesadillas', 'chicken']","['quesadilla', 'chicken']"
2642,f762ef22-e660-434f-9071-a10ea6691c27,item,516d9a40e3afed032c7da62b,1,Shrimp Fajitas - For Two,Casa Ole,2690,1410.0,160.0,44.0,1.5,700.0,9150.0,16.0,111.0,0,"['shrimp', 'fajitas', 'for', 'two']","['shrimp', 'fajita', 'two']"
2643,f762ef22-e660-434f-9071-a10ea6691c27,item,516d9a40e3afed032c7da632,1,Spinach Enchilada w/ Shimp and Mushrooms,Casa Ole,1510,830.0,94.0,36.0,1.5,170.0,3750.0,5.0,42.0,0,"['spinach', 'enchilada', 'w', 'shimp', 'and', 'mushrooms']","['spinach', 'enchilada', 'w', 'shimp', 'mushroom']"
2644,f762ef22-e660-434f-9071-a10ea6691c27,item,516d9a40e3afed032c7da637,1,Spinach Stuffed Chicken Breast w/ Shrimp and Mushrooms,Casa Ole,1590,860.0,97.0,37.0,1.5,310.0,3850.0,7.0,82.0,0,"['spinach', 'stuffed', 'chicken', 'breast', 'w', 'shrimp', 'and', 'mushrooms']","['spinach', 'stuf', 'chicken', 'breast', 'w', 'shrimp', 'mushroom']"
2645,f762ef22-e660-434f-9071-a10ea6691c27,item,516d9a40e3afed032c7da63d,1,Tamales Ole,Casa Ole,1670,890.0,100.0,27.0,1.5,95.0,4710.0,4.0,48.0,0,"['tamales', 'ole']","['tamal', 'ole']"
2646,f762ef22-e660-434f-9071-a10ea6691c27,item,516d9a40e3afed032c7da644,1,Toastada Ole - Beef (East),Casa Ole,690,310.0,35.0,9.0,0.0,30.0,1380.0,5.0,22.0,0,"['toastada', 'ole', 'beef', 'east']","['toastada', 'ole', 'beef', 'east']"
2647,f762ef22-e660-434f-9071-a10ea6691c27,item,516d9a40e3afed032c7da649,1,Tres Amigos,Casa Ole,1470,720.0,80.0,31.0,1.5,180.0,3840.0,3.0,53.0,0,"['tres', 'amigos']","['tre', 'amigo']"
2648,f762ef22-e660-434f-9071-a10ea6691c27,item,516d9a40e3afed032c7da64a,1,Tres Tamales,Casa Ole,1160,610.0,68.0,17.0,0.5,45.0,3470.0,3.0,30.0,0,"['tres', 'tamales']","['tre', 'tamal']"
2649,f762ef22-e660-434f-9071-a10ea6691c27,item,ae497599d53673abcb9a630b,1,"Rum Caramel Sopapillas, Individual",Casa Ole,350,200.0,23.0,6.0,0.0,15.0,95.0,19.0,3.0,0,"['rum', 'caramel', 'sopapillas', 'individual']","['rum', 'caramel', 'sopapilla', 'individu']"
2650,f762ef22-e660-434f-9071-a10ea6691c27,item,ddee8355af6ba1667e5ac18d,1,"Mocha Swirl Hot Macchiato with Skim Milk, Small",Dunkin' Donuts,150,,0.5,0.0,0.0,0.0,75.0,29.0,5.0,1,"['mocha', 'swirl', 'hot', 'macchiato', 'with', 'skim', 'milk', 'small']","['mocha', 'swirl', 'hot', 'macchiato', 'skim', 'milk', 'small']"
2651,f762ef22-e660-434f-9071-a10ea6691c27,item,ddee8355b9a35366b70da522,1,"Frozen Chocolate, Large",Dunkin' Donuts,890,,18.0,13.0,0.0,35.0,330.0,158.0,10.0,0,"['frozen', 'chocolate', 'large']","['frozen', 'chocol', 'larg']"
2652,f762ef22-e660-434f-9071-a10ea6691c27,item,ddee8355d37e93b3b6329e4a,1,"Mocha Swirl Iced Macchiato with Whole Milk, Small",Dunkin' Donuts,180,,4.5,2.5,0.0,10.0,85.0,29.0,5.0,1,"['mocha', 'swirl', 'iced', 'macchiato', 'with', 'whole', 'milk', 'small']","['mocha', 'swirl', 'ice', 'macchiato', 'whole', 'milk', 'small']"
2653,f762ef22-e660-434f-9071-a10ea6691c27,item,ddee8355e618e18b13ce6f18,1,"Caramel Swirl Hot Macchiato with Whole Milk, Medium",Dunkin' Donuts,290,,6.0,3.5,0.0,20.0,140.0,47.0,8.0,0,"['caramel', 'swirl', 'hot', 'macchiato', 'with', 'whole', 'milk', 'medium']","['caramel', 'swirl', 'hot', 'macchiato', 'whole', 'milk', 'medium']"
2654,f762ef22-e660-434f-9071-a10ea6691c27,item,23cb68382b4186d065bf1ac1,1,"Fresh Mex Tacos, Ranchero Chicken",Chili's,1050,420.0,47.0,15.0,0.0,170.0,3070.0,9.0,57.0,0,"['fresh', 'mex', 'tacos', 'ranchero', 'chicken']","['fresh', 'mex', 'taco', 'ranchero', 'chicken']"
2655,f762ef22-e660-434f-9071-a10ea6691c27,item,23cb68383014b2d86fd23c79,1,"Add Seared Shrimp, Full Order",Chili's,60,20.0,2.0,0.0,0.0,120.0,810.0,0.0,11.0,0,"['add', 'seared', 'shrimp', 'full', 'order']","['add', 'sear', 'shrimp', 'full', 'order']"
2656,f762ef22-e660-434f-9071-a10ea6691c27,item,23cb683866c6265982b4a25e,1,Kids Cheeseburger Bites,Chili's,440,200.0,23.0,10.0,1.0,65.0,750.0,8.0,25.0,0,"['kids', 'cheeseburger', 'bites']","['kid', 'cheeseburg', 'bite']"
2657,f762ef22-e660-434f-9071-a10ea6691c27,item,23cb68389edd165acadabadb,1,"Add Seared Shrimp, Half Order",Chili's,30,10.0,1.0,0.0,0.0,60.0,400.0,0.0,6.0,1,"['add', 'seared', 'shrimp', 'half', 'order']","['add', 'sear', 'shrimp', 'half', 'order']"
2658,f762ef22-e660-434f-9071-a10ea6691c27,item,23cb6838e87105671e4aa9a8,1,"Original Arnold Palmer, Regular Cup",Chili's,60,0.0,0.0,0.0,0.0,0.0,20.0,15.0,0.0,1,"['original', 'arnold', 'palmer', 'regular', 'cup']","['origin', 'arnold', 'palmer', 'regular', 'cup']"
2659,f762ef22-e660-434f-9071-a10ea6691c27,item,23cb6838ed6b06c7a763cc06,1,"Original BBQ Baby Back Ribs, Half Rack",Chili's,710,480.0,53.0,20.0,0.0,205.0,960.0,9.0,49.0,0,"['original', 'bbq', 'baby', 'back', 'ribs', 'half', 'rack']","['origin', 'bbq', 'babi', 'back', 'rib', 'half', 'rack']"
2660,f762ef22-e660-434f-9071-a10ea6691c27,item,23cb6838fbbdea1f7a994d2d,1,Classic Beef Patty,Chili's,510,350.0,39.0,17.0,2.5,115.0,350.0,0.0,38.0,0,"['classic', 'beef', 'patty']","['classic', 'beef', 'patti']"
2661,f762ef22-e660-434f-9071-a10ea6691c27,item,32f162220b292758d0d832d3,1,"Coca-Cola, Togo Cup",Chili's,190,0.0,0.0,0.0,0.0,0.0,60.0,52.0,0.0,0,"['cocacola', 'togo', 'cup']","['cocacola', 'togo', 'cup']"
2662,f762ef22-e660-434f-9071-a10ea6691c27,item,32f1622211681978401be0e9,1,"Party Platter, Tripler Dipper Original Crispers (15 ct)",Chili's,1550,690.0,77.0,14.0,0.0,430.0,5110.0,5.0,152.0,0,"['party', 'platter', 'tripler', 'dipper', 'original', 'crispers', '15', 'ct']","['parti', 'platter', 'tripler', 'dipper', 'origin', 'crisper', '15', 'ct']"
2663,f762ef22-e660-434f-9071-a10ea6691c27,item,32f1622215c729bc4971ccc5,1,"Party Platter, Honey-Chipotle Crispers (15 ct)",Chili's,3170,1320.0,147.0,25.0,0.0,385.0,9150.0,157.0,135.0,0,"['party', 'platter', 'honeychipotle', 'crispers', '15', 'ct']","['parti', 'platter', 'honeychipotl', 'crisper', '15', 'ct']"
2664,f762ef22-e660-434f-9071-a10ea6691c27,item,32f1622216af33d8c2406f13,1,"Party Platter, Ribs - Honey Chipotle",Chili's,3590,1910.0,212.0,81.0,1.0,825.0,5620.0,171.0,196.0,0,"['party', 'platter', 'ribs', 'honey', 'chipotle']","['parti', 'platter', 'rib', 'honey', 'chipotl']"
2665,f762ef22-e660-434f-9071-a10ea6691c27,item,32f1622228f373a8b7aec82e,1,"Party Platter, Mix & Match - Grilled Chicken (Small)",Chili's,320,70.0,8.0,2.0,0.0,225.0,1150.0,1.0,60.0,0,"['party', 'platter', 'mix', 'match', 'grilled', 'chicken', 'small']","['parti', 'platter', 'mix', 'match', 'grill', 'chicken', 'small']"
2666,f762ef22-e660-434f-9071-a10ea6691c27,item,32f162222a2d1220d1f595bb,1,"Party Platter, Tostada Chips with Salsa, Add White Spinach Queso",Chili's,570,420.0,47.0,24.0,1.0,105.0,1250.0,5.0,27.0,0,"['party', 'platter', 'tostada', 'chips', 'with', 'salsa', 'add', 'white', 'spinach', 'queso']","['parti', 'platter', 'tostada', 'chip', 'salsa', 'add', 'white', 'spinach', 'queso']"
2667,f762ef22-e660-434f-9071-a10ea6691c27,item,32f16222309a91cc68da31d5,1,"Party Platter, Crispers - Honey Mustard",Chili's,550,440.0,49.0,8.0,0.5,50.0,890.0,25.0,2.0,0,"['party', 'platter', 'crispers', 'honey', 'mustard']","['parti', 'platter', 'crisper', 'honey', 'mustard']"
2668,f762ef22-e660-434f-9071-a10ea6691c27,item,32f162223587f33079c853f9,1,"Party Platter, Seared Shrimp Fajitas (Small)",Chili's,3960,1500.0,167.0,77.0,0.5,875.0,14730.0,55.0,188.0,0,"['party', 'platter', 'seared', 'shrimp', 'fajitas', 'small']","['parti', 'platter', 'sear', 'shrimp', 'fajita', 'small']"
2669,f762ef22-e660-434f-9071-a10ea6691c27,item,32f1622236d8196437d1247c,1,"Party Platter, Corn Tortillas (Small)",Chili's,680,60.0,7.0,1.0,0.0,0.0,80.0,2.0,13.0,0,"['party', 'platter', 'corn', 'tortillas', 'small']","['parti', 'platter', 'corn', 'tortilla', 'small']"
2670,f762ef22-e660-434f-9071-a10ea6691c27,item,32f1622248d99c41607c0d69,1,"Party Platter, Ranch Dressing",Chili's,690,640.0,71.0,12.0,1.0,65.0,1210.0,7.0,5.0,0,"['party', 'platter', 'ranch', 'dressing']","['parti', 'platter', 'ranch', 'dress']"
2671,f762ef22-e660-434f-9071-a10ea6691c27,item,32f16222501eeb21dad0a6cf,1,"Coca-Cola Zero, Togo Cup",Chili's,0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,1,"['cocacola', 'zero', 'togo', 'cup']","['cocacola', 'zero', 'togo', 'cup']"
2672,f762ef22-e660-434f-9071-a10ea6691c27,item,32f16222561202a1f60c9ac3,1,"Party Platter, Ancho Chile Ranch Dressing",Chili's,670,600.0,67.0,11.0,1.0,60.0,1410.0,7.0,5.0,0,"['party', 'platter', 'ancho', 'chile', 'ranch', 'dressing']","['parti', 'platter', 'ancho', 'chile', 'ranch', 'dress']"
2673,f762ef22-e660-434f-9071-a10ea6691c27,item,32f162225cb1a86127988384,1,"Sprite, Regular Cup",Chili's,110,0.0,0.0,0.0,0.0,0.0,50.0,29.0,0.0,1,"['sprite', 'regular', 'cup']","['sprite', 'regular', 'cup']"
2674,f762ef22-e660-434f-9071-a10ea6691c27,item,32f1622261c411290bd0ac24,1,"Party Platter, Honey-Chipotle Crispers (10 ct)",Chili's,2110,880.0,98.0,17.0,0.0,260.0,6100.0,105.0,90.0,0,"['party', 'platter', 'honeychipotle', 'crispers', '10', 'ct']","['parti', 'platter', 'honeychipotl', 'crisper', '10', 'ct']"
2675,f762ef22-e660-434f-9071-a10ea6691c27,item,32f16222631a3d09ff820b43,1,"Party Platter, Roasted Street Corn",Chili's,2350,1500.0,167.0,31.0,2.5,155.0,1940.0,73.0,35.0,0,"['party', 'platter', 'roasted', 'street', 'corn']","['parti', 'platter', 'roast', 'street', 'corn']"
2676,f762ef22-e660-434f-9071-a10ea6691c27,item,32f162226a30fda9b4820326,1,"Party Platter, Cajun Pasta with Shrimp (Small)",Chili's,2450,1040.0,116.0,47.0,2.0,395.0,7520.0,12.0,100.0,0,"['party', 'platter', 'cajun', 'pasta', 'with', 'shrimp', 'small']","['parti', 'platter', 'cajun', 'pasta', 'shrimp', 'small']"
2677,f762ef22-e660-434f-9071-a10ea6691c27,item,32f16222737b9ae5b0ffba2e,1,"Minute Maid Lemonade, Togo Cup",Chili's,200,0.0,0.0,0.0,0.0,0.0,65.0,52.0,0.0,0,"['minute', 'maid', 'lemonade', 'togo', 'cup']","['minut', 'maid', 'lemonad', 'togo', 'cup']"
2678,f762ef22-e660-434f-9071-a10ea6691c27,item,32f162228a3a5742af9b4da6,1,Black Bean & Veggie Fajitas,Chili's,670,350.0,38.0,7.0,0.0,10.0,2360.0,20.0,28.0,0,"['black', 'bean', 'veggie', 'fajitas']","['black', 'bean', 'veggi', 'fajita']"
2679,f762ef22-e660-434f-9071-a10ea6691c27,item,32f162228ac5fb42183afa20,1,"Party Platter, Fresh Toppings (Small)",Chili's,1090,770.0,86.0,54.0,0.0,270.0,3080.0,14.0,62.0,0,"['party', 'platter', 'fresh', 'toppings', 'small']","['parti', 'platter', 'fresh', 'top', 'small']"
2680,f762ef22-e660-434f-9071-a10ea6691c27,item,32f162228ccbd3fe77b65551,1,"Party Platter, Crispers - BBQ Sauce",Chili's,170,5.0,0.5,0.0,0.0,0.0,1570.0,36.0,2.0,0,"['party', 'platter', 'crispers', 'bbq', 'sauce']","['parti', 'platter', 'crisper', 'bbq', 'sauc']"
2681,f762ef22-e660-434f-9071-a10ea6691c27,item,32f162229474447ac2f07eef,1,"Party Platter, Big Mouth Bites (20 ct)",Chili's,6760,3890.0,433.0,143.0,13.0,995.0,14610.0,102.0,330.0,0,"['party', 'platter', 'big', 'mouth', 'bites', '20', 'ct']","['parti', 'platter', 'big', 'mouth', 'bite', '20', 'ct']"
2682,f762ef22-e660-434f-9071-a10ea6691c27,item,32f162229b18865adf364f8f,1,"Party Platter, Mix & Match - Seared Shrimp (Small)",Chili's,160,45.0,5.0,1.0,0.0,300.0,2020.0,1.0,28.0,0,"['party', 'platter', 'mix', 'match', 'seared', 'shrimp', 'small']","['parti', 'platter', 'mix', 'match', 'sear', 'shrimp', 'small']"
2683,f762ef22-e660-434f-9071-a10ea6691c27,item,32f162229b44b6ca9276d146,1,"Party Platter, Tostada Chips with Salsa, Add Skillet Queso",Chili's,520,370.0,41.0,18.0,0.0,90.0,1820.0,10.0,24.0,0,"['party', 'platter', 'tostada', 'chips', 'with', 'salsa', 'add', 'skillet', 'queso']","['parti', 'platter', 'tostada', 'chip', 'salsa', 'add', 'skillet', 'queso']"
2684,f762ef22-e660-434f-9071-a10ea6691c27,item,32f162229f4bf8fe74d0fb39,1,"Party Platter, Cajun Pasta with Chicken (Small)",Chili's,2650,1080.0,120.0,48.0,2.0,380.0,7280.0,13.0,137.0,0,"['party', 'platter', 'cajun', 'pasta', 'with', 'chicken', 'small']","['parti', 'platter', 'cajun', 'pasta', 'chicken', 'small']"
2685,f762ef22-e660-434f-9071-a10ea6691c27,item,32f16222a3e2490a1816efb8,1,"Party Platter, Original Crispers (15 ct)",Chili's,1550,690.0,77.0,14.0,0.0,430.0,5110.0,5.0,152.0,0,"['party', 'platter', 'original', 'crispers', '15', 'ct']","['parti', 'platter', 'origin', 'crisper', '15', 'ct']"
2686,f762ef22-e660-434f-9071-a10ea6691c27,item,32f16222ac7a8a76eda88dc7,1,"Party Platter, Blackberry Iced Tea",Chili's,820,0.0,0.0,0.0,0.0,0.0,105.0,188.0,0.0,0,"['party', 'platter', 'blackberry', 'iced', 'tea']","['parti', 'platter', 'blackberri', 'ice', 'tea']"
2687,f762ef22-e660-434f-9071-a10ea6691c27,item,32f16222b38dc176d9bd19cb,1,"Party Platter, Santa Fe",Chili's,840,800.0,89.0,14.0,0.5,65.0,2140.0,6.0,2.0,0,"['party', 'platter', 'santa', 'fe']","['parti', 'platter', 'santa', 'fe']"
2688,f762ef22-e660-434f-9071-a10ea6691c27,item,32f16222bf93e606dde66423,1,"Party Platter, Santa Fe Grilled Chicken Salad",Chili's,2750,1780.0,198.0,33.0,2.0,575.0,6230.0,33.0,146.0,0,"['party', 'platter', 'santa', 'fe', 'grilled', 'chicken', 'salad']","['parti', 'platter', 'santa', 'fe', 'grill', 'chicken', 'salad']"
2689,f762ef22-e660-434f-9071-a10ea6691c27,item,32f16222c13f37337e8d1d99,1,"Party Platter, Seared Shrimp",Chili's,260,70.0,8.0,1.5,0.0,480.0,3230.0,1.0,45.0,0,"['party', 'platter', 'seared', 'shrimp']","['parti', 'platter', 'sear', 'shrimp']"
2690,f762ef22-e660-434f-9071-a10ea6691c27,item,32f16222c41afc176726a151,1,"Party Platter, Baby Back Ribs - Original BBQ (Small)",Chili's,3110,1910.0,212.0,81.0,1.0,825.0,6180.0,91.0,200.0,0,"['party', 'platter', 'baby', 'back', 'ribs', 'original', 'bbq', 'small']","['parti', 'platter', 'babi', 'back', 'rib', 'origin', 'bbq', 'small']"
2691,f762ef22-e660-434f-9071-a10ea6691c27,item,32f16222cd189ae7a45eaafa,1,"Fajitas, Side Beans",Chili's,120,10.0,1.0,0.0,0.0,0.0,710.0,2.0,7.0,1,"['fajitas', 'side', 'beans']","['fajita', 'side', 'bean']"
2692,f762ef22-e660-434f-9071-a10ea6691c27,item,32f16222cf597efffded928b,1,Grilled Chicken Fajitas,Chili's,510,180.0,20.0,4.5,0.0,225.0,2200.0,10.0,63.0,0,"['grilled', 'chicken', 'fajitas']","['grill', 'chicken', 'fajita']"
2693,f762ef22-e660-434f-9071-a10ea6691c27,item,32f16222d8d4f15ff377c8ff,1,"Party Platter, Flour Tortillas (Small)",Chili's,1070,270.0,30.0,14.0,0.0,0.0,1300.0,12.0,28.0,0,"['party', 'platter', 'flour', 'tortillas', 'small']","['parti', 'platter', 'flour', 'tortilla', 'small']"
2694,f762ef22-e660-434f-9071-a10ea6691c27,item,32f16222d90b7be3b01fd446,1,"Party Platter, Tripler Dipper Crispy Buffalo Bleu Crispers (15 ct)",Chili's,2700,1610.0,178.0,35.0,0.5,425.0,9640.0,6.0,143.0,0,"['party', 'platter', 'tripler', 'dipper', 'crispy', 'buffalo', 'bleu', 'crispers', '15', 'ct']","['parti', 'platter', 'tripler', 'dipper', 'crispi', 'buffalo', 'bleu', 'crisper', '15', 'ct']"
2695,f762ef22-e660-434f-9071-a10ea6691c27,item,32f16222e6fc32730e7e6644,1,"Blackberry Ice Tea, Togo Cup",Chili's,80,0.0,0.0,0.0,0.0,0.0,15.0,18.0,0.0,1,"['blackberry', 'ice', 'tea', 'togo', 'cup']","['blackberri', 'ice', 'tea', 'togo', 'cup']"
2696,f762ef22-e660-434f-9071-a10ea6691c27,item,32f16222f10736ff827e5612,1,"Original Arnold Palmer, Togo Cup",Chili's,100,0.0,0.0,0.0,0.0,0.0,40.0,26.0,0.0,1,"['original', 'arnold', 'palmer', 'togo', 'cup']","['origin', 'arnold', 'palmer', 'togo', 'cup']"
2697,f762ef22-e660-434f-9071-a10ea6691c27,item,513fc992927da70408000f7f,1,Caribbean Salad with Grilled Chicken,Chili's,710,250.0,28.0,4.5,0.0,130.0,1020.0,70.0,34.0,0,"['caribbean', 'salad', 'with', 'grilled', 'chicken']","['caribbean', 'salad', 'grill', 'chicken']"
2698,f762ef22-e660-434f-9071-a10ea6691c27,item,513fc992927da70408000fa3,1,Just Bacon Beef Burger,Chili's,1030,640.0,71.0,28.0,3.0,160.0,1330.0,11.0,55.0,0,"['just', 'bacon', 'beef', 'burger']","['bacon', 'beef', 'burger']"
2699,f762ef22-e660-434f-9071-a10ea6691c27,item,513fc992927da70408000fdf,1,Avocado Slices,Chili's,80,70.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,1,"['avocado', 'slices']","['avocado', 'slice']"
2700,f762ef22-e660-434f-9071-a10ea6691c27,item,53444ee57ba4ca15456f5c5e,1,"Cream Cheese French Toast, Apple",Country Kitchen,1300,,55.0,30.0,1.5,205.0,1250.0,84.0,21.0,0,"['cream', 'cheese', 'french', 'toast', 'apple']","['cream', 'chees', 'french', 'toast', 'appl']"
2701,f762ef22-e660-434f-9071-a10ea6691c27,item,53444ee59a631f1645ed0074,1,Arnold Palmer,Country Kitchen,80,,0.0,0.0,0.0,0.0,5.0,20.0,1.0,1,"['arnold', 'palmer']","['arnold', 'palmer']"
2702,f762ef22-e660-434f-9071-a10ea6691c27,item,53444ee59a631f1645ed007a,1,"Milk, Large",Country Kitchen,240,,9.0,6.0,0.0,40.0,240.0,0.0,16.0,1,"['milk', 'large']","['milk', 'larg']"
2703,f762ef22-e660-434f-9071-a10ea6691c27,item,53444ee59a631f1645ed007f,1,"Tea, Unsweetened Fuze",Country Kitchen,0,,0.0,0.0,0.0,0.0,50.0,0.0,0.0,1,"['tea', 'unsweetened', 'fuze']","['tea', 'unsweeten', 'fuze']"
2704,f762ef22-e660-434f-9071-a10ea6691c27,item,53444ee59a631f1645ed0081,1,Kid's Cheeseburger,Country Kitchen,740,,48.0,18.0,1.0,110.0,1150.0,1.0,34.0,0,"['kids', 'cheeseburger']","['kid', 'cheeseburg']"
2705,f762ef22-e660-434f-9071-a10ea6691c27,item,53444ee5bbe33514459807bb,1,"Chocolate Milk, Large",Country Kitchen,350,,5.0,3.0,0.0,20.0,470.0,53.0,16.0,0,"['chocolate', 'milk', 'large']","['chocol', 'milk', 'larg']"
2706,f762ef22-e660-434f-9071-a10ea6691c27,item,53444ee67395ed134519f050,1,Kid's Kraft Macaroni & Cheese,Country Kitchen,440,,16.0,4.0,1.0,15.0,810.0,9.0,14.0,0,"['kids', 'kraft', 'macaroni', 'cheese']","['kid', 'kraft', 'macaroni', 'chees']"
2707,f762ef22-e660-434f-9071-a10ea6691c27,item,53444ee67ba4ca15456f5c66,1,"Sundae, Caramel",Country Kitchen,350,,15.0,11.0,0.0,35.0,170.0,40.0,4.0,0,"['sundae', 'caramel']","['sunda', 'caramel']"
2708,f762ef22-e660-434f-9071-a10ea6691c27,item,53444ee67ba4ca15456f5c6c,1,"Chocolate Milk, Small",Country Kitchen,210,,3.0,2.0,0.0,15.0,290.0,33.0,10.0,0,"['chocolate', 'milk', 'small']","['chocol', 'milk', 'small']"
2709,f762ef22-e660-434f-9071-a10ea6691c27,item,53444ee69a631f1645ed0086,1,Blueberry Pancakes,Country Kitchen,1030,,56.0,13.0,1.0,90.0,2010.0,87.0,20.0,0,"['blueberry', 'pancakes']","['blueberri', 'pancak']"
2710,f762ef22-e660-434f-9071-a10ea6691c27,item,53444ee69a631f1645ed008c,1,Cordon Bleu Skillet without Side Choice,Country Kitchen,930,,59.0,17.0,0.0,350.0,2770.0,5.0,34.0,0,"['cordon', 'bleu', 'skillet', 'without', 'side', 'choice']","['cordon', 'bleu', 'skillet', 'without', 'side', 'choic']"
2711,f762ef22-e660-434f-9071-a10ea6691c27,item,6924593408bb5ef0eea8bb63,1,Side Dinner Roll,Country Kitchen,200,,4.5,0.0,0.0,0.0,280.0,8.0,6.0,1,"['side', 'dinner', 'roll']","['side', 'dinner', 'roll']"
2712,f762ef22-e660-434f-9071-a10ea6691c27,item,692459341717453c5f3b4ab1,1,Side Vanilla Icing,Country Kitchen,120,,4.0,2.5,0.0,0.0,60.0,19.0,0.0,1,"['side', 'vanilla', 'icing']","['side', 'vanilla', 'ice']"
2713,f762ef22-e660-434f-9071-a10ea6691c27,item,692459341c76e5d08ee9e3b6,1,"Iced Mocha, Flavored",Country Kitchen,300,,8.0,7.0,0.0,10.0,210.0,44.0,7.0,0,"['iced', 'mocha', 'flavored']","['ice', 'mocha', 'flavor']"
2714,f762ef22-e660-434f-9071-a10ea6691c27,item,692459342a9a2f4c7693472d,1,"Side of Toast, Wheat",Country Kitchen,320,,9.0,1.5,1.0,0.0,530.0,4.0,8.0,0,"['side', 'of', 'toast', 'wheat']","['side', 'toast', 'wheat']"
2715,f762ef22-e660-434f-9071-a10ea6691c27,item,692459342c03a7300351200c,1,Jalapeno Poppers without Dipping Sauce,Country Kitchen,450,,25.0,7.0,0.0,30.0,1740.0,3.0,12.0,0,"['jalapeno', 'poppers', 'without', 'dipping', 'sauce']","['jalapeno', 'popper', 'without', 'dip', 'sauc']"
2716,f762ef22-e660-434f-9071-a10ea6691c27,item,692459345423f4c506f75f98,1,"Sundae, Oreo",Country Kitchen,480,,21.0,12.0,0.0,35.0,190.0,44.0,5.0,0,"['sundae', 'oreo']","['sunda', 'oreo']"
2717,f762ef22-e660-434f-9071-a10ea6691c27,item,692459347ef4b2e176c49739,1,Side California Blend,Country Kitchen,40,,0.0,0.0,0.0,0.0,50.0,4.0,1.0,1,"['side', 'california', 'blend']","['side', 'california', 'blend']"
2718,f762ef22-e660-434f-9071-a10ea6691c27,item,6924593488a2ef7298f179c6,1,Apple Cheesecake,Country Kitchen,630,,37.0,21.0,1.5,145.0,520.0,54.0,8.0,0,"['apple', 'cheesecake']","['appl', 'cheesecak']"
2719,f762ef22-e660-434f-9071-a10ea6691c27,item,692459348c8aab2eb4c1f846,1,Cranberry Lemonade,Country Kitchen,180,,0.0,0.0,0.0,0.0,20.0,43.0,1.0,0,"['cranberry', 'lemonade']","['cranberri', 'lemonad']"
2720,f762ef22-e660-434f-9071-a10ea6691c27,item,692459349e8d9ec20f228200,1,Iced Latte,Country Kitchen,190,,9.0,8.0,0.0,15.0,110.0,9.0,6.0,1,"['iced', 'latte']","['ice', 'latt']"
2721,f762ef22-e660-434f-9071-a10ea6691c27,item,69245934a2a2f91e9d95b6ce,1,Cheezy Bacon Fries,Country Kitchen,1390,,99.0,21.0,0.0,55.0,3300.0,2.0,23.0,0,"['cheezy', 'bacon', 'fries']","['cheezi', 'bacon', 'fri']"
2722,f762ef22-e660-434f-9071-a10ea6691c27,item,69245934ad82818ad86850bb,1,"Cream Cheese Cakes, Strawberry (2)",Country Kitchen,660,,42.0,19.0,1.0,70.0,1110.0,23.0,11.0,0,"['cream', 'cheese', 'cakes', 'strawberry', '2']","['cream', 'chees', 'cake', 'strawberri', '2']"
2723,f762ef22-e660-434f-9071-a10ea6691c27,item,69245934bd4b5e62aa78334a,1,Iced Mocha,Country Kitchen,240,,8.0,7.0,0.0,10.0,200.0,29.0,7.0,1,"['iced', 'mocha']","['ice', 'mocha']"
2724,f762ef22-e660-434f-9071-a10ea6691c27,item,69245934e229d85b4c8b5179,1,Iced Tea,Country Kitchen,0,,0.0,0.0,0.0,0.0,30.0,0.0,0.0,1,"['iced', 'tea']","['ice', 'tea']"
2725,f762ef22-e660-434f-9071-a10ea6691c27,item,69245934e4876d03753079c5,1,"Best Cakes In Town, Short Stack",Country Kitchen,360,,27.0,3.5,1.0,45.0,1040.0,10.0,10.0,0,"['best', 'cakes', 'in', 'town', 'short', 'stack']","['best', 'cake', 'town', 'short', 'stack']"
2726,f762ef22-e660-434f-9071-a10ea6691c27,item,69245934e4d5698bbf5a3e8a,1,"Dressing, Raspberry Vin.",Country Kitchen,150,,12.0,2.0,0.0,0.0,70.0,12.0,0.0,1,"['dressing', 'raspberry', 'vin']","['dress', 'raspberri', 'vin']"
